wins_life_expectancy,wins_infant_deaths,wins_alcohol,wins_measles,wins_bmi,wins_polio,wins_total_expenditure,wins_hiv_aids,wins_thinness_5_to_9_years,wins_schooling,status
75.0,1,3.55,0,5.5,94.0,5.3,0.5,1.7,12.7,1
74.7,1,3.33,0,49.7,51.0,5.16,0.6,1.7,12.7,1
74.5,1,3.51,2,48.9,91.0,5.4,0.4,1.7,12.6,1
74.2,1,3.64,0,48.1,94.0,4.87,0.9,1.7,12.5,1
74.0,1,3.63,0,47.2,99.0,4.22,1.5,1.7,12.5,1
73.5,1,3.59,0,46.3,99.0,4.7,1.5,1.7,12.4,1
73.3,1,3.67,0,45.4,97.0,4.8,1.5,1.8,11.1,1
73.1,1,3.48,0,44.5,99.0,4.56,1.5,1.8,11.9,1
73.0,1,3.76,0,43.5,99.0,4.86,1.5,1.8,11.7,1
72.7,1,3.89,0,42.5,99.0,5.34,1.5,1.8,10.9,1
72.6,1,3.46,0,41.6,95.0,5.81,1.5,1.9,11.4,1
83.5,2,0.01,462,28.6,99.0,1.23,0.1,1.7,15.3,0
83.5,2,7.55,229,28.2,99.0,1.25,0.1,1.7,15.3,0
83.3,2,7.39,228,27.8,99.0,1.17,0.1,1.7,15.3,0
82.5,3,7.39,434,27.4,96.0,1.7,0.1,1.6,15.1,0
83.0,3,6.9,450,26.9,98.0,9.58,0.1,1.6,15.1,0
83.0,3,7.09,741,26.4,99.0,9.51,0.1,1.6,15.0,0
82.7,3,7.11,786,25.9,98.0,8.6,0.1,1.5,15.0,0
82.6,3,7.29,0,25.4,97.0,8.25,0.1,1.5,15.0,0
82.4,3,7.49,520,24.9,95.0,8.19,0.1,1.5,14.9,0
82.0,3,7.99,0,24.4,95.0,8.18,0.1,1.5,14.9,0
82.1,3,7.7,786,23.8,97.0,8.3,0.1,1.4,14.8,0
81.9,3,7.83,786,23.4,97.0,8.0,0.1,1.4,14.8,0
81.8,3,7.87,786,22.9,89.0,7.85,0.1,1.4,14.7,0
81.5,4,8.03,786,22.5,81.0,7.75,0.1,1.4,14.6,0
81.1,4,7.97,786,22.2,98.0,7.53,0.1,1.4,14.5,0
74.0,4,0.41,20,64.8,98.0,7.45,0.1,3.9,13.1,1
73.9,4,0.4,120,64.0,98.0,7.23,0.1,3.9,13.1,1
73.7,4,0.41,3,63.2,98.0,8.0,0.1,3.9,12.9,1
73.6,4,0.43,0,62.4,98.0,8.39,0.1,3.9,13.1,1
73.4,4,0.51,0,61.7,98.0,8.42,0.1,3.8,13.2,1
73.3,4,0.59,0,6.9,98.0,9.54,0.1,3.8,13.6,1
73.1,4,0.61,2,6.1,98.0,8.78,0.1,3.8,13.6,1
73.0,4,0.6,41,59.3,98.0,8.35,0.1,3.8,13.6,1
72.8,4,0.59,1,58.6,98.0,8.8,0.1,3.8,13.7,1
72.4,4,0.55,28,57.8,95.0,8.88,0.1,3.8,13.8,1
72.5,4,0.54,21,57.0,95.0,9.5,0.1,3.8,13.5,1
72.3,4,0.54,76,56.3,97.0,9.15,0.1,3.9,13.2,1
72.1,4,0.54,19,55.5,95.0,9.68,0.1,3.9,13.0,1
71.9,4,0.55,61,54.8,97.0,9.9,0.1,3.9,12.7,1
71.7,4,0.49,32,54.0,94.0,9.65,0.1,4.0,12.6,1
69.9,5,6.29,321,52.3,95.0,4.36,0.1,2.5,15.0,1
69.5,5,6.48,73,51.4,98.0,4.3,0.1,2.5,15.0,1
69.1,6,6.82,55,5.6,98.0,4.32,0.1,2.5,14.7,1
68.5,7,6.63,127,49.9,99.0,4.6,0.1,2.5,14.4,1
67.8,7,6.83,4,49.2,98.0,4.42,0.1,2.5,14.5,1
67.8,7,6.64,0,48.5,99.0,4.13,0.1,2.5,14.6,1
66.6,8,7.6,20,47.9,99.0,3.65,0.1,2.5,14.6,1
65.3,8,7.44,13,47.3,94.0,3.19,0.1,2.5,14.7,1
65.0,8,7.08,109,46.8,99.0,3.73,0.1,2.5,14.3,1
64.6,8,6.94,786,46.3,99.0,4.7,0.1,2.5,13.9,1
64.7,8,6.55,786,45.8,99.0,3.95,0.1,2.6,13.5,1
64.4,8,6.58,24,45.3,99.0,3.7,0.1,2.6,13.1,1
64.7,8,5.99,18,44.8,95.0,3.61,0.1,2.6,12.7,1
64.4,8,5.75,94,44.4,95.0,3.47,0.1,2.7,12.3,1
63.9,9,6.0,245,43.9,96.0,4.16,0.1,2.7,12.1,1
62.9,46,0.01,354,21.3,93.0,5.72,1.5,7.7,11.1,1
62.6,46,1.84,190,2.7,94.0,5.57,1.5,7.7,11.1,1
62.1,46,1.81,0,2.1,94.0,5.49,1.5,7.8,11.1,1
61.2,46,1.8,786,19.5,97.0,5.23,1.5,7.9,11.1,1
63.0,46,1.73,95,18.9,51.0,3.97,1.5,8.0,11.1,1
59.1,46,1.86,786,18.4,89.0,4.17,1.5,8.1,10.7,1
57.9,46,1.71,786,17.9,88.0,3.9,1.5,8.2,10.4,1
56.8,46,1.97,786,17.3,76.0,4.8,1.5,8.3,10.1,1
55.3,46,1.76,786,16.9,77.0,4.24,1.5,8.4,9.7,1
54.1,46,1.82,153,16.4,51.0,4.36,1.5,8.5,9.6,1
53.0,46,1.43,20,15.9,73.0,4.29,1.5,8.6,8.9,1
52.4,46,1.49,65,15.5,75.0,4.45,1.5,8.8,8.2,1
52.1,46,1.66,766,15.1,83.0,4.54,1.5,8.9,8.5,1
51.9,46,1.63,786,14.7,77.0,4.62,1.5,9.0,8.4,1
51.9,46,1.51,786,14.4,51.0,4.68,1.5,9.1,8.4,1
66.1,0,0.01,0,77.1,79.0,1.21,0.1,0.1,11.9,1
65.8,0,0.01,0,76.7,91.0,1.15,0.1,0.1,11.9,1
65.7,0,0.01,0,76.2,92.0,1.37,0.1,0.1,11.9,1
65.5,0,0.53,0,75.7,95.0,1.42,0.1,0.1,11.9,1
65.3,0,0.48,0,75.2,95.0,1.52,0.1,0.1,11.9,1
65.2,0,0.54,0,74.6,84.0,11.83,0.1,0.1,11.9,1
65.1,0,0.46,0,74.1,74.0,11.83,0.1,0.1,11.6,1
65.0,0,0.68,0,73.4,93.0,11.83,0.1,0.1,11.8,1
65.0,0,0.76,0,72.8,86.0,1.93,0.1,0.1,12.1,1
64.9,0,0.6,0,72.1,74.0,1.6,0.1,0.2,12.2,1
64.8,0,0.48,0,71.4,61.0,1.39,0.1,0.2,12.4,1
64.7,0,0.5,0,7.6,79.0,9.98,0.1,0.2,11.6,1
64.6,0,0.49,0,69.7,96.0,9.1,0.1,0.2,11.7,1
64.3,0,0.6,0,68.8,88.0,9.0,0.1,0.2,10.4,1
64.1,0,0.46,0,67.9,51.0,8.12,0.1,0.2,10.0,1
74.6,0,0.01,55,7.8,94.0,3.4,0.1,3.4,13.0,1
74.5,1,0.01,62,7.2,99.0,2.56,0.1,3.3,13.1,1
74.3,1,0.01,27,69.5,98.0,2.57,0.1,3.3,13.2,1
74.2,1,0.02,32,69.0,99.0,2.62,0.1,3.2,13.4,1
74.0,1,0.01,13,68.4,98.0,2.76,0.1,3.2,13.5,1
73.9,1,0.1,0,67.9,99.0,3.87,0.1,3.2,13.6,1
73.8,1,0.03,0,67.5,99.0,1.93,0.1,3.1,13.8,1
73.7,1,0.03,0,67.1,99.0,2.13,0.1,3.1,13.9,1
73.6,1,0.01,0,66.7,99.0,2.25,0.1,3.1,14.1,1
73.6,0,0.01,10,66.3,99.0,2.38,0.1,3.1,14.2,1
73.5,0,0.02,23,65.9,98.0,2.76,0.1,3.0,14.4,1
73.4,0,0.03,0,65.5,99.0,3.23,0.1,3.0,14.1,1
73.3,0,0.01,0,65.0,99.0,3.56,0.1,3.0,13.9,1
73.2,0,0.01,0,64.5,99.0,3.61,0.1,3.0,14.0,1
73.2,0,0.01,6,64.0,94.0,2.51,0.1,3.1,14.1,1
78.0,3,0.01,318,43.9,95.0,6.48,0.1,3.4,12.8,1
77.0,3,0.01,1,43.0,97.0,6.68,0.1,3.3,12.5,1
69.9,3,0.01,0,42.2,94.0,6.97,0.1,3.3,12.3,1
69.4,4,3.28,222,41.4,94.0,6.18,0.2,3.3,12.1,1
68.8,4,2.73,0,4.7,88.0,6.66,0.1,3.3,12.2,1
68.5,4,2.39,1,4.1,96.0,6.79,0.1,3.4,12.4,1
67.6,4,2.53,16,39.5,95.0,6.7,0.2,3.4,12.6,1
67.2,4,2.77,40,39.0,94.0,6.87,0.1,3.4,12.6,1
66.7,4,2.48,27,38.5,93.0,6.73,0.1,3.4,12.5,1
66.9,4,2.81,53,38.0,98.0,5.82,0.1,3.4,12.4,1
67.1,4,3.41,8,37.5,98.0,5.57,0.1,3.4,12.5,1
66.6,4,3.52,6,37.0,98.0,5.43,0.1,3.5,12.2,1
66.7,4,3.31,2,36.5,99.0,5.43,0.1,3.5,12.1,1
67.2,4,2.62,17,36.0,99.0,4.79,0.1,3.6,11.8,1
66.6,4,2.13,16,35.6,99.0,4.68,0.1,3.6,11.4,1
65.3,8,0.01,339,2.9,88.0,1.87,0.2,9.0,10.6,1
64.9,9,0.01,71,2.1,86.0,2.0,0.3,9.1,10.4,1
64.4,9,0.01,32,19.4,78.0,2.12,0.3,9.2,10.2,1
64.0,9,5.39,113,18.7,79.0,2.2,0.3,9.4,9.9,1
63.6,10,5.95,153,18.0,76.0,2.75,0.3,9.5,9.6,1
63.1,10,5.18,78,17.3,67.0,3.77,0.2,9.6,9.4,1
62.6,10,5.1,174,16.7,51.0,2.77,0.2,9.7,9.2,1
62.1,11,5.0,786,16.1,51.0,4.14,0.2,9.8,9.0,1
61.5,11,3.69,58,15.5,56.0,4.14,0.2,9.9,9.0,1
61.0,11,3.68,295,14.9,51.0,4.32,0.2,1.1,8.7,1
64.0,12,3.53,786,14.4,51.0,4.54,0.2,1.2,8.6,1
59.8,12,3.41,786,13.8,52.0,4.91,0.1,1.3,8.3,1
59.3,13,3.33,786,13.3,55.0,4.4,0.1,1.4,8.0,1
58.7,13,3.13,94,12.7,55.0,4.32,0.1,1.5,8.0,1
58.1,14,5.16,332,12.3,57.0,3.41,0.1,1.5,8.0,1
74.4,0,0.01,36,6.7,92.0,5.88,0.1,2.2,16.0,0
74.1,0,10.37,0,6.2,94.0,5.67,0.1,2.2,15.4,0
73.8,0,10.21,3,59.8,91.0,5.91,0.1,2.2,15.5,0
73.6,0,10.14,1,59.4,92.0,6.1,0.1,2.3,15.8,0
72.8,0,9.8,0,58.9,92.0,6.55,0.1,2.3,16.0,0
72.6,0,9.85,0,58.5,94.0,6.84,0.1,2.3,16.4,0
71.9,0,11.84,3,58.1,94.0,6.63,0.1,2.4,16.3,0
78.0,0,12.12,0,57.7,94.0,7.1,0.1,2.4,16.2,0
75.0,0,10.4,7,57.4,96.0,6.8,0.1,2.5,16.2,0
76.0,0,9.92,2,57.0,99.0,6.37,0.1,2.5,15.9,0
71.0,0,8.81,0,56.6,99.0,6.51,0.1,2.6,15.5,0
78.0,0,8.24,0,56.3,98.0,6.15,0.1,2.6,15.2,0
73.0,0,7.44,0,56.0,98.0,6.29,0.1,2.7,14.8,0
69.9,0,6.68,1,55.7,97.0,6.17,0.1,2.8,14.2,0
71.0,0,7.13,0,55.4,96.0,6.0,0.1,2.8,13.7,0
74.8,1,1.32,112,65.4,75.0,6.39,0.1,4.9,13.3,1
74.9,1,1.29,786,64.9,75.0,6.63,0.1,4.8,13.3,1
75.0,1,1.53,9,64.4,75.0,6.99,0.1,4.8,13.3,1
75.0,1,1.57,9,64.0,75.0,7.12,0.1,4.7,13.2,1
74.9,1,1.58,12,63.5,75.0,7.19,0.1,4.7,13.3,1
74.7,1,1.62,22,63.0,75.0,7.42,0.1,4.7,13.2,1
74.5,1,1.67,24,62.5,75.0,8.7,0.1,4.7,13.1,1
74.4,1,1.72,373,61.9,75.0,8.9,0.1,4.6,12.9,1
74.1,1,1.82,786,61.4,75.0,8.83,0.1,4.6,13.2,1
73.9,1,1.94,618,6.8,74.0,8.42,0.1,4.6,13.7,1
73.7,1,2.1,213,6.2,74.0,8.91,0.1,4.6,14.2,1
73.5,1,2.19,526,59.7,74.0,9.3,0.1,4.7,14.8,1
73.2,1,1.98,36,59.1,77.0,1.5,0.1,4.7,15.2,1
73.0,1,2.19,8,58.6,51.0,1.9,0.1,4.7,15.0,1
72.7,1,2.26,5,57.9,83.0,1.86,0.1,4.8,14.9,1
52.1,4,0.01,0,32.0,51.0,1.62,1.5,5.6,10.8,1
52.1,4,0.01,516,31.4,51.0,11.7,1.5,5.9,11.1,1
52.2,4,0.01,179,3.8,93.0,11.14,1.5,6.2,11.0,1
52.3,4,2.39,172,3.2,95.0,11.79,1.5,6.6,11.0,1
51.1,4,2.71,786,29.7,92.0,1.87,1.5,7.0,10.9,1
49.4,4,2.75,0,29.2,89.0,9.8,1.5,7.4,10.8,1
47.8,5,2.75,0,28.8,86.0,8.85,1.5,7.8,10.7,1
46.7,4,2.69,2,28.3,87.0,8.47,1.5,8.3,10.6,1
46.7,5,2.61,1,27.9,88.0,7.12,1.5,8.7,10.7,1
46.7,5,2.67,0,27.4,88.0,6.3,1.5,9.2,10.7,1
46.7,5,1.8,31,26.9,89.0,6.96,1.5,9.7,10.7,1
46.7,5,1.99,1,26.4,51.0,7.13,1.5,1.1,10.5,1
46.7,5,2.95,0,25.9,84.0,6.91,1.5,1.6,10.4,1
47.8,5,2.86,217,25.4,78.0,7.53,1.5,11.1,10.3,1
49.3,5,3.1,660,24.9,82.0,6.92,1.5,11.6,9.6,1
58.1,8,0.01,34,26.7,51.0,1.4,0.9,6.5,9.9,1
61.1,9,0.01,0,26.1,75.0,9.25,1.1,6.7,9.8,1
67.0,9,0.01,43,25.6,51.0,1.19,1.2,6.9,9.6,1
62.0,9,3.72,279,25.0,77.0,11.23,1.5,7.0,9.5,1
59.7,9,3.64,786,24.5,71.0,11.83,1.5,7.2,9.6,1
59.2,10,3.75,6,24.0,84.0,11.83,1.5,7.4,9.7,1
58.6,10,3.88,1,23.4,79.0,11.83,1.5,7.6,9.8,1
57.9,10,4.03,1,22.9,67.0,1.24,1.5,7.8,9.9,1
56.7,11,4.05,20,22.4,66.0,1.9,1.5,8.1,10.0,1
55.3,12,4.19,8,22.0,66.0,8.4,1.5,8.3,10.1,1
54.0,12,4.24,4,21.5,51.0,8.77,1.5,8.5,10.2,1
50.0,13,4.21,142,21.1,51.0,3.44,1.5,8.7,10.3,1
56.0,13,4.27,131,2.7,51.0,5.43,1.5,8.9,10.4,1
51.5,14,4.4,786,2.4,54.0,6.41,1.5,9.0,10.5,1
51.9,14,4.46,786,2.2,56.0,5.91,1.5,9.2,8.7,1
72.4,2,0.01,372,63.8,94.0,4.97,0.1,5.5,13.4,1
72.9,2,0.01,0,62.8,96.0,4.33,0.1,5.5,13.4,1
72.9,2,0.01,320,61.8,98.0,4.3,0.1,5.4,13.7,1
71.3,2,0.01,0,6.9,98.0,4.77,0.1,5.4,14.0,1
72.8,2,0.01,0,59.9,98.0,3.5,0.1,5.4,14.3,1
72.7,2,0.01,329,59.0,98.0,3.16,0.1,5.4,14.6,1
72.6,2,0.01,8,58.2,98.0,2.4,0.1,5.4,14.8,1
72.5,2,0.01,59,57.4,98.0,2.63,0.1,5.4,15.1,1
72.2,2,0.01,1,56.7,98.0,2.51,0.1,5.4,15.4,1
71.9,2,0.01,292,56.0,98.0,2.71,0.1,5.4,15.7,1
71.5,2,0.01,786,55.3,97.0,3.46,0.1,5.4,15.9,1
71.3,3,0.01,0,54.6,95.0,4.6,0.1,5.4,16.0,1
71.1,3,0.01,786,54.0,93.0,4.57,0.1,5.4,15.8,1
71.0,3,0.01,633,53.4,94.0,4.6,0.1,5.5,15.7,1
78.0,3,0.01,0,52.8,94.0,3.41,0.1,5.5,15.5,1
73.4,0,13.63,11,61.9,93.0,6.55,0.1,2.7,16.5,0
73.0,0,13.63,35,61.4,93.0,6.59,0.1,2.7,16.4,0
73.0,0,13.63,0,6.9,93.0,6.67,0.1,2.7,16.5,0
72.8,0,12.66,7,6.5,92.0,6.86,0.1,2.8,16.7,0
72.4,0,12.9,2,6.0,95.0,7.9,0.1,2.8,16.8,0
72.2,0,12.4,0,59.7,98.0,7.53,0.1,2.9,16.6,0
71.1,0,13.3,1,59.3,96.0,6.61,0.1,2.9,16.5,0
72.0,0,13.4,0,59.0,95.0,6.22,0.1,3.0,16.4,0
76.0,0,12.7,1,58.7,94.0,6.2,0.1,3.0,16.4,0
78.0,0,12.3,1,58.4,93.0,5.83,0.1,3.1,16.2,0
71.6,0,12.1,1,58.1,51.0,5.67,0.1,3.1,16.3,0
71.6,0,11.29,1,57.8,91.0,6.46,0.1,3.2,15.8,0
71.4,0,11.0,103,57.5,97.0,6.4,0.1,3.3,15.3,0
71.2,0,10.2,7,57.2,97.0,6.26,0.1,3.3,14.7,0
71.6,0,9.87,19,56.9,92.0,6.46,0.1,3.4,14.0,0
81.7,0,11.12,0,6.9,99.0,6.94,0.1,0.9,13.9,0
81.4,0,11.02,0,6.5,99.0,7.1,0.1,0.9,13.9,0
81.1,0,11.34,2,6.1,99.0,7.18,0.1,0.9,13.9,0
88.0,0,11.5,6,59.6,96.0,7.34,0.1,0.9,13.9,0
86.0,0,11.36,0,59.2,96.0,7.68,0.1,0.9,13.7,0
83.0,0,11.42,0,58.8,96.0,8.11,0.1,0.9,13.5,0
80.0,0,11.53,1,58.4,96.0,7.34,0.1,0.9,13.5,0
79.7,0,11.75,0,57.9,96.0,6.8,0.1,0.9,13.5,0
79.4,0,11.98,8,57.5,99.0,7.75,0.1,0.9,13.5,0
78.8,0,11.84,0,57.0,99.0,7.95,0.1,0.9,13.5,0
78.7,0,12.42,0,56.4,99.0,8.2,0.1,0.9,13.5,0
78.6,0,12.61,1,55.8,99.0,7.67,0.1,0.9,13.6,0
78.3,0,12.91,0,55.2,99.0,8.27,0.1,0.9,13.5,0
78.0,0,12.89,0,54.6,99.0,7.4,0.1,1.0,13.4,0
77.8,0,13.14,0,54.0,99.0,7.48,0.1,1.0,13.5,0
65.1,29,0.01,3,2.0,73.0,3.4,0.3,7.1,10.3,1
64.7,29,0.87,6,19.5,73.0,4.15,0.4,7.2,10.3,1
64.3,30,0.87,2,19.0,71.0,3.46,0.4,7.3,10.2,1
63.8,31,0.97,0,18.5,73.0,4.24,0.4,7.4,10.2,1
63.3,32,1.03,1,18.0,51.0,4.86,0.5,7.5,10.2,1
62.8,33,0.91,0,17.6,76.0,4.7,0.5,7.6,9.7,1
62.3,34,0.68,3,17.1,77.0,4.5,0.5,7.7,9.4,1
61.9,35,0.71,0,16.7,83.0,4.98,0.6,7.8,9.1,1
61.4,36,0.68,2,16.3,83.0,5.11,0.6,7.9,9.0,1
69.0,37,0.72,0,15.8,51.0,5.3,0.6,8.0,8.9,1
64.0,38,0.81,786,15.4,74.0,4.89,0.6,8.1,8.7,1
59.9,40,0.93,786,15.0,65.0,4.81,0.7,8.3,8.5,1
59.3,41,0.9,786,14.7,61.0,5.29,0.7,8.4,8.3,1
58.7,42,1.05,786,14.3,51.0,5.17,0.7,8.5,8.2,1
57.9,44,1.16,786,13.9,58.0,5.8,0.6,8.6,8.0,1
57.6,27,0.01,3,19.2,87.0,11.38,1.5,6.3,10.7,1
56.7,29,0.01,1,18.8,89.0,1.96,1.5,6.4,10.7,1
55.3,31,0.01,11,18.4,95.0,11.83,1.5,6.5,10.7,1
54.1,32,1.23,26,18.0,97.0,11.67,1.5,6.6,10.6,1
52.9,35,1.08,786,17.6,86.0,1.5,1.5,6.7,10.2,1
51.5,36,1.16,21,17.3,93.0,1.18,1.5,6.8,9.9,1
50.0,36,1.27,20,16.9,92.0,1.7,1.5,6.9,9.6,1
48.5,37,1.18,143,16.6,88.0,9.31,1.5,7.0,9.7,1
47.1,38,1.18,1,16.2,99.0,8.99,1.5,7.1,9.6,1
46.7,39,1.04,184,15.9,94.0,8.2,1.5,7.2,9.7,1
46.7,40,1.11,786,15.5,94.0,7.82,1.5,7.4,10.0,1
46.7,43,1.08,167,15.2,85.0,6.35,1.5,7.5,10.3,1
46.7,46,1.1,92,14.8,79.0,4.82,1.5,7.6,10.4,1
46.7,46,1.15,150,14.4,86.0,5.7,1.5,7.7,10.1,1
46.7,46,1.18,304,14.1,73.0,6.7,1.5,7.9,10.7,1
74.8,4,0.52,221,39.5,97.0,4.17,0.1,7.4,13.0,1
74.6,3,0.53,195,38.5,97.0,4.2,0.1,7.6,12.9,1
74.5,3,0.53,786,37.4,97.0,4.1,0.1,7.7,12.9,1
74.3,3,0.51,786,36.3,96.0,3.89,0.1,7.8,13.0,1
74.1,3,0.49,73,35.3,96.0,3.99,0.1,8.0,12.8,1
74.0,3,0.47,153,34.4,97.0,3.97,0.1,8.2,12.6,1
73.8,3,0.47,334,33.4,97.0,3.47,0.1,8.3,12.5,1
73.7,3,0.43,394,32.5,97.0,3.61,0.1,8.5,12.3,1
73.6,3,0.42,564,31.6,95.0,3.65,0.1,8.6,12.7,1
73.4,3,0.46,786,3.7,96.0,3.29,0.1,8.8,12.9,1
73.2,3,0.49,786,29.8,95.0,3.74,0.1,8.9,12.7,1
73.1,3,0.48,632,28.8,96.0,3.95,0.1,9.1,12.1,1
72.9,4,0.49,408,27.9,94.0,3.4,0.1,9.3,12.0,1
72.7,4,0.53,786,27.0,95.0,3.4,0.1,9.4,11.9,1
72.4,4,0.54,786,26.0,98.0,3.4,0.1,9.6,11.6,1
78.2,0,0.01,0,26.2,99.0,11.83,0.1,13.7,12.7,1
77.9,0,0.01,0,25.1,99.0,11.16,0.1,13.8,12.4,1
77.6,0,0.01,0,24.1,99.0,9.16,0.1,13.9,12.1,1
77.3,0,1.92,0,23.1,96.0,8.11,0.1,14.0,11.8,1
76.7,0,1.83,0,22.1,97.0,7.93,0.1,14.1,11.6,1
76.3,0,1.59,6,21.2,98.0,9.22,0.1,14.2,11.8,1
75.9,0,1.76,0,2.3,98.0,9.3,0.1,14.3,11.8,1
75.4,0,1.78,20,19.5,98.0,6.64,0.1,14.4,11.9,1
75.0,0,1.62,47,18.7,98.0,7.37,0.1,14.5,12.0,1
74.3,0,1.47,786,18.0,98.0,9.52,0.1,14.5,12.1,1
73.4,0,1.6,37,17.3,96.0,5.89,0.1,14.6,12.2,1
72.7,0,1.75,75,16.7,98.0,5.9,0.1,14.7,11.8,1
71.8,0,1.95,786,16.2,98.0,5.78,0.1,14.7,12.0,1
78.0,0,1.98,0,15.6,97.0,5.84,0.1,14.8,11.8,1
69.6,0,1.83,20,15.2,98.0,8.0,0.1,14.8,11.3,1
57.8,46,0.01,290,23.2,74.0,6.86,1.5,7.7,8.2,1
57.3,46,0.01,221,22.5,51.0,6.58,1.5,7.9,8.0,1
57.2,46,0.01,341,21.9,72.0,6.47,1.5,8.1,7.7,1
56.8,46,0.61,24,21.3,72.0,6.59,1.5,8.3,7.5,1
56.5,46,0.6,786,2.7,77.0,6.35,1.5,8.5,7.3,1
56.0,46,0.59,786,2.2,77.0,6.85,1.5,8.8,7.1,1
55.5,46,0.57,98,19.6,74.0,6.74,1.5,9.0,5.8,1
55.0,46,0.55,2,19.0,76.0,6.97,1.5,9.3,6.4,1
54.3,46,0.53,128,18.5,79.0,6.56,1.5,9.5,6.1,1
53.6,46,0.55,33,18.0,78.0,6.34,1.5,9.7,5.8,1
52.8,46,0.49,172,17.5,51.0,6.28,1.5,1.0,5.5,1
52.0,46,0.54,232,17.0,67.0,6.25,1.5,1.2,5.2,1
51.2,46,0.53,717,16.5,65.0,6.32,1.5,1.5,4.9,1
55.0,46,0.51,786,16.1,56.0,6.39,1.5,1.7,4.8,1
49.8,46,0.47,786,15.6,53.0,6.29,1.5,1.9,4.8,1
81.4,0,8.49,0,69.2,99.0,9.75,0.1,0.8,14.3,0
81.1,0,8.58,0,68.8,99.0,9.89,0.1,0.7,14.2,0
81.0,0,7.67,0,68.4,99.0,9.95,0.1,0.7,14.1,0
87.0,0,6.91,3,68.0,96.0,9.6,0.1,0.7,14.8,0
83.0,0,7.91,0,67.6,76.0,8.3,0.1,0.7,14.6,0
82.0,0,7.38,1,67.1,73.0,8.33,0.1,0.7,14.4,0
80.0,0,7.14,1,66.6,72.0,8.15,0.1,0.7,14.6,0
79.6,0,7.45,2,66.1,76.0,8.36,0.1,0.7,14.4,0
79.3,0,8.84,1,65.6,83.0,8.93,0.1,0.7,14.8,0
79.0,0,6.41,6,65.0,94.0,8.83,0.1,0.7,14.8,0
78.7,0,6.53,4,64.5,89.0,8.46,0.1,0.7,14.2,0
78.5,0,6.7,4,63.9,94.0,8.6,0.1,0.7,13.8,0
78.2,0,5.73,7,63.4,95.0,7.86,0.1,0.7,13.8,0
77.8,0,5.62,2,62.8,95.0,7.11,0.1,0.7,13.7,0
77.5,0,5.59,2,62.3,94.0,6.83,0.1,0.7,13.8,0
63.0,8,0.01,14,3.1,84.0,3.77,0.9,7.7,8.5,1
62.7,8,0.01,62,29.4,51.0,3.63,1.1,7.9,8.2,1
62.5,8,0.01,35,28.8,51.0,3.36,1.2,8.1,7.8,1
62.2,8,0.01,234,28.1,73.0,2.87,1.2,8.3,7.7,1
62.0,8,0.01,786,27.4,52.0,3.28,1.2,8.5,7.6,1
61.7,8,0.01,322,26.8,63.0,3.79,1.2,8.7,7.1,1
61.4,8,0.02,4,26.1,73.0,3.23,1.3,8.9,7.2,1
61.2,8,0.02,11,25.5,75.0,3.54,1.3,9.1,7.4,1
69.0,8,0.01,22,24.8,68.0,3.21,1.3,9.4,7.2,1
66.0,8,0.01,127,24.2,71.0,4.21,1.3,9.6,7.2,1
64.0,8,0.01,786,23.6,68.0,4.7,1.3,9.8,6.7,1
63.0,8,0.01,786,22.9,75.0,4.53,1.3,1.1,6.6,1
62.0,7,0.02,786,22.3,91.0,5.31,1.2,1.3,6.5,1
61.0,7,0.01,786,21.7,75.0,4.34,1.2,1.5,6.5,1
60.0,7,0.03,0,21.1,58.0,5.26,1.1,1.7,6.4,1
74.2,0,0.01,0,32.8,98.0,4.81,0.1,6.9,14.7,1
74.1,0,0.01,0,32.3,98.0,4.82,0.1,7.0,14.7,1
73.9,0,0.01,0,31.8,98.0,4.76,0.1,7.0,14.3,1
73.6,0,3.03,2,31.3,98.0,5.2,0.1,7.1,14.1,1
73.3,0,2.95,12,3.7,99.0,5.29,0.2,7.2,14.0,1
72.8,0,2.83,15,3.2,99.0,4.97,0.1,7.3,13.8,1
72.7,0,2.49,12,29.7,99.0,4.6,0.1,7.3,13.6,1
72.9,0,3.24,13,29.1,96.0,4.24,0.1,7.4,13.5,1
71.8,0,3.73,3,28.6,98.0,4.38,0.1,7.5,13.4,1
72.1,0,3.94,7,28.0,97.0,4.47,0.1,7.6,13.0,1
71.9,0,4.16,28,27.5,98.0,4.29,0.1,7.7,12.8,1
71.5,0,4.08,777,26.9,99.0,4.15,0.1,7.8,12.6,1
71.5,0,4.14,0,26.4,88.0,4.24,0.1,7.9,12.5,1
71.5,0,4.38,0,25.8,93.0,3.87,0.1,8.0,12.2,1
71.0,0,4.6,0,25.3,88.0,3.78,0.1,8.1,12.1,1
76.6,31,5.26,3,62.8,87.0,6.3,0.1,1.5,13.1,1
76.6,32,5.23,0,62.1,83.0,6.3,0.1,1.5,12.9,1
76.3,33,5.29,0,61.5,99.0,6.21,0.1,1.5,12.7,1
76.1,34,5.3,3,6.8,97.0,6.4,0.1,1.6,12.6,1
75.6,35,5.21,0,6.1,95.0,6.39,0.1,1.6,12.5,1
75.7,36,5.27,0,59.4,95.0,6.6,0.1,1.6,12.5,1
75.6,37,5.36,0,58.7,96.0,6.6,0.1,1.6,12.3,1
76.0,38,5.35,0,57.9,98.0,5.92,0.1,1.7,12.3,1
75.8,40,5.11,23,57.2,98.0,5.83,0.1,1.7,12.2,1
75.3,42,4.93,6,56.4,98.0,6.4,0.1,1.7,12.2,1
